,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL,Unusual
27444,19:30,7BLTE,0.303,2.021,0.637,0.046,29.308,1.161,1.223,0.01,6.0,3.0,9,0
11992,13:15,6ULTE,0.995,1.493,0.197,0.03,9.036,0.805,1.075,0.01,4.0,2.0,6,1
32000,12:30,8ALTE,24.252,10.913,3.062,0.153,41.555,1.836,1.809,1.425,8.0,6.0,14,0
9315,19:30,6ALTE,8.185,0.808,0.175,0.034,8.391,0.95,1.081,0.01,3.0,3.0,6,0
34779,15:00,10BLTE,3.085,0.697,0.119,0.027,15.988,0.844,1.035,0.995,3.0,2.0,5,1
2689,13:30,6ULTE,2.93,3.537,0.598,0.089,18.543,4.212,1.485,0.01,7.0,4.0,11,0
29645,9:30,7WLTE,13.44,5.053,0.819,0.349,16.947,2.856,1.485,0.01,8.0,6.0,14,0
3305,7:45,6VLTE,1.112,3.032,0.611,0.049,19.066,0.586,1.182,0.01,4.0,3.0,7,0
35948,10:45,1BLTE,12.239,2.09,1.077,0.073,37.648,1.186,1.224,1.045,5.0,4.0,9,1
18103,0:15,6VLTE,1.99,2.886,0.369,0.05,16.87,1.951,1.244,0.01,5.0,3.0,8,1
30053,11:45,6ALTE,18.189,2.425,0.74,0.079,24.415,1.0,1.273,0.01,5.0,3.0,8,0
26822,9:30,8ALTE,26.879,11.419,3.714,0.187,42.632,2.245,1.607,1.304,9.0,7.0,16,0
16279,19:15,7WLTE,0.498,1.294,0.191,0.02,6.479,0.54,1.035,0.01,4.0,2.0,6,1
17470,13:30,7CLTE,0.404,1.819,0.982,0.039,77.154,1.018,1.152,0.01,4.0,3.0,7,0
6060,9:30,7BLTE,0.199,0.597,0.088,0.016,3.973,0.203,1.104,0.01,4.0,2.0,6,1
27041,8:15,7BLTE,0.303,1.213,0.424,0.044,33.071,1.31,1.182,0.01,4.0,3.0,7,0
34375,10:30,6BLTE,18.896,4.143,1.543,0.109,30.814,1.704,1.233,0.01,7.0,4.0,11,0
18530,18:00,7ULTE,2.223,5.962,0.682,0.068,20.792,1.062,1.344,0.01,6.0,4.0,10,0
14324,4:30,4BLTE,10.945,0.697,0.074,0.012,4.288,0.476,1.134,1.005,4.0,3.0,7,1
30023,15:00,1CLTE,29.81,3.335,0.698,0.086,30.072,1.187,1.465,1.364,7.0,6.0,13,0
3432,17:30,10CLTE,7.68,1.415,0.403,0.037,11.004,0.545,1.112,1.081,4.0,3.0,7,0
11727,3:00,6VLTE,0.909,2.223,0.301,0.028,8.316,0.287,1.071,0.01,3.0,3.0,6,0
9189,5:00,4BLTE,11.823,0.505,0.018,0.063,0.895,0.418,1.091,1.021,3.0,3.0,6,0
25099,23:00,5CLTE,10.307,1.617,0.736,0.047,56.011,1.043,1.152,1.031,4.0,4.0,8,0
7396,15:15,8CLTE,2.388,0.498,0.035,0.013,0.957,0.12,1.025,1.005,3.0,2.0,5,1
27697,19:00,6BLTE,21.726,3.133,0.725,0.095,42.963,5.377,1.263,0.01,6.0,4.0,10,0
12419,11:45,7ALTE,0.707,2.425,0.481,0.074,31.559,9.464,1.233,0.01,5.0,3.0,8,0
14317,9:45,5CLTE,20.917,2.93,0.925,0.092,52.99,1.804,1.374,1.081,7.0,4.0,11,0
29600,7:45,10CLTE,2.886,0.597,0.08,0.016,5.403,0.157,1.015,0.995,3.0,2.0,5,1
34950,10:30,3CLTE,10.105,2.021,0.506,0.057,14.508,0.787,1.162,1.071,4.0,3.0,7,0
6168,20:00,1CLTE,30.315,8.185,2.833,0.186,45.085,3.31,1.829,1.556,8.0,8.0,16,0
30887,22:00,10ALTE,10.105,0.707,0.084,0.023,3.742,0.186,1.091,1.031,4.0,3.0,7,0
1676,13:45,6BLTE,20.497,5.075,1.423,0.111,26.198,3.969,1.214,0.01,5.0,4.0,9,1
27156,21:15,6VLTE,2.223,4.042,0.442,0.058,16.383,0.576,1.293,0.01,5.0,3.0,8,0
36529,22:15,10CLTE,7.175,1.718,0.321,0.041,7.026,0.422,1.101,1.051,4.0,4.0,8,0
13504,0:00,7ULTE,0.606,1.92,0.676,0.036,9.343,0.652,1.041,0.01,4.0,3.0,7,0
26890,10:15,1BLTE,15.36,2.526,0.763,0.082,26.368,1.075,1.354,1.061,7.0,4.0,11,0
28064,13:45,5BLTE,32.235,6.77,2.115,0.155,37.486,1.211,1.738,1.405,8.0,7.0,15,0
13681,15:30,9ALTE,4.279,0.796,0.217,0.02,13.86,0.417,1.035,1.015,3.0,3.0,6,1
4223,17:30,4CLTE,22.433,3.941,1.036,0.109,50.421,1.248,1.698,1.566,7.0,6.0,13,0
33929,11:30,7BLTE,0.707,1.617,0.701,0.085,21.992,1.005,1.415,0.01,6.0,3.0,9,0
34173,23:30,6BLTE,17.886,1.314,0.237,0.052,17.353,3.54,1.182,0.01,5.0,3.0,8,0
33088,11:30,10CLTE,6.269,0.995,0.217,0.481,7.759,33.019,1.065,1.005,3.0,2.0,5,1
9121,2:15,5ALTE,1.213,0.606,0.305,0.03,5.954,0.271,1.011,1.011,2.0,2.0,4,0
25839,18:00,6WLTE,1.617,4.547,0.754,0.052,20.929,0.565,1.243,0.01,5.0,3.0,8,0
16516,12:00,6VLTE,1.92,3.638,0.537,0.053,19.357,1.176,1.192,0.01,5.0,3.0,8,0
5513,5:45,9ALTE,0.909,0.404,0.057,0.015,3.126,0.145,1.021,1.011,2.0,2.0,4,0
13753,5:00,10ALTE,1.516,0.404,0.021,0.008,0.587,0.141,1.021,1.021,2.0,2.0,4,0
32317,15:00,4ALTE,6.467,1.718,0.357,0.037,16.841,0.906,1.142,1.041,5.0,3.0,8,0
26140,1:00,7CLTE,0.101,0.505,0.141,0.031,4.799,0.537,1.031,0.01,3.0,2.0,5,0
7734,4:45,10BLTE,2.021,0.505,0.092,0.023,2.024,0.339,1.021,1.011,2.0,2.0,4,0
2974,5:00,6WLTE,0.606,2.425,0.594,0.043,6.321,0.46,1.091,0.01,4.0,2.0,6,0
9216,19:45,6ALTE,8.993,1.011,0.456,0.052,23.41,1.236,1.172,0.01,4.0,3.0,7,0
29235,6:45,6WLTE,0.808,6.063,2.081,0.058,31.076,0.674,1.122,0.01,4.0,3.0,7,0
8202,8:45,9ALTE,1.592,0.498,0.139,0.021,6.663,0.277,1.015,0.995,2.0,2.0,4,1
10283,7:45,9ALTE,2.829,0.808,0.304,0.028,7.934,0.747,1.051,1.021,3.0,2.0,5,0
9797,10:00,9BLTE,0.995,0.398,0.016,0.007,0.374,0.074,1.005,0.995,2.0,2.0,4,1
15055,14:15,6WLTE,2.526,6.669,0.857,0.072,16.702,0.608,1.384,0.01,6.0,4.0,10,0
30290,14:00,7BLTE,0.505,1.112,0.339,0.06,20.202,4.188,1.324,0.01,6.0,3.0,9,0
30539,20:15,3ALTE,10.105,1.314,0.24,0.04,4.468,2.384,1.132,1.051,4.0,3.0,7,0
35100,6:15,7BLTE,0.101,0.808,0.394,0.031,34.496,0.707,1.071,0.01,3.0,2.0,5,0
22584,9:00,5ALTE,4.547,0.808,0.126,0.038,3.493,0.692,1.041,1.011,3.0,2.0,5,0
10258,13:45,5BLTE,31.528,4.345,1.204,0.148,35.213,1.126,1.657,1.405,9.0,7.0,16,0
13306,23:45,6BLTE,18.492,2.425,0.86,0.082,28.502,3.848,1.172,0.01,5.0,3.0,8,0
11231,6:45,4CLTE,4.876,0.896,0.193,0.026,7.039,0.47,1.065,1.025,3.0,3.0,6,1
26792,6:00,5ALTE,0.896,0.498,0.117,0.014,6.779,0.251,0.995,0.995,2.0,2.0,4,1
1306,7:15,1ALTE,1.592,1.194,0.387,0.029,10.682,0.535,1.005,0.995,2.0,2.0,4,1
31040,11:30,10CLTE,6.366,1.112,0.141,0.026,4.594,0.261,1.071,1.041,3.0,3.0,6,0
5667,7:30,6ALTE,3.335,0.606,0.136,0.025,9.425,0.532,1.051,0.01,3.0,2.0,5,0
35007,23:15,1ALTE,12.239,3.184,0.708,0.048,20.561,0.457,1.204,1.114,5.0,4.0,9,1
10172,7:00,7ALTE,0.101,1.112,0.963,0.035,17.691,0.448,1.051,0.01,3.0,2.0,5,0
1768,20:00,1BLTE,23.039,3.638,1.123,0.113,34.416,1.553,1.354,1.142,6.0,5.0,11,0
9117,15:15,1ALTE,12.239,4.279,1.412,0.065,56.612,0.955,1.194,1.055,5.0,4.0,9,1
22239,23:45,8ALTE,14.349,2.324,0.725,0.059,23.191,0.678,1.192,1.071,5.0,4.0,9,0
26102,4:00,7ALTE,0.0,0.404,0.026,0.012,0.476,0.133,1.021,0.01,3.0,1.0,4,0
91,1:15,7ULTE,0.202,1.112,0.448,0.01,18.908,0.121,1.041,0.01,3.0,2.0,5,0
2912,23:30,10BLTE,9.851,1.592,0.324,0.065,8.135,0.458,1.244,1.055,5.0,4.0,9,1
5440,20:00,5ALTE,7.175,0.909,0.212,0.027,13.855,0.781,1.101,1.031,4.0,3.0,7,0
12617,15:00,6ULTE,0.995,2.388,0.508,0.039,24.94,1.255,1.134,0.01,5.0,3.0,8,1
35381,9:45,5BLTE,7.264,0.597,0.108,0.02,5.11,0.47,1.085,1.035,4.0,3.0,7,1
16785,21:30,3ALTE,8.791,1.415,0.171,0.059,6.655,0.424,1.213,1.112,5.0,4.0,9,0
9120,22:15,6CLTE,4.577,0.995,0.327,0.033,12.591,0.357,1.045,0.01,4.0,2.0,6,1
404,5:00,8CLTE,0.303,0.404,0.018,0.005,0.274,0.056,1.011,1.011,1.0,1.0,2,0
32808,16:15,7ULTE,2.728,5.255,0.628,0.11,20.546,1.516,1.384,0.01,8.0,4.0,12,0
15734,0:45,9ALTE,1.891,0.597,0.129,0.039,6.332,7.774,1.015,0.995,3.0,2.0,5,1
16638,5:30,5ALTE,1.294,0.597,0.292,0.029,18.877,0.783,1.005,0.995,2.0,2.0,4,1
24816,1:30,10CLTE,2.93,0.808,0.272,0.023,13.518,0.698,1.041,1.011,3.0,2.0,5,0
9424,3:30,3ALTE,1.314,0.404,0.012,0.008,0.166,0.163,1.011,1.011,2.0,1.0,3,0
36248,7:30,7BLTE,0.101,0.606,0.156,0.028,16.369,0.405,1.051,0.01,3.0,2.0,5,0
2261,3:15,5BLTE,7.276,2.122,0.797,0.03,17.255,0.799,1.031,1.011,2.0,2.0,4,0
36690,22:30,9ALTE,1.718,0.707,0.256,0.029,5.496,0.59,1.041,1.011,3.0,2.0,5,0
18554,0:30,6VLTE,2.93,6.77,0.845,0.063,18.998,0.974,1.435,0.01,6.0,4.0,10,0
21009,5:00,5BLTE,4.749,0.404,0.006,0.005,0.28,0.19,1.021,1.011,3.0,2.0,5,0
7529,15:00,3ALTE,24.353,2.829,0.645,0.1,23.07,1.776,1.415,1.182,7.0,5.0,12,0
21800,15:45,8CLTE,6.366,1.112,0.278,0.099,13.981,1.016,1.112,1.031,4.0,3.0,7,0
34866,13:15,1CLTE,30.113,3.84,0.941,0.109,38.076,1.331,1.445,1.496,6.0,6.0,12,0
32655,13:45,8CLTE,10.812,0.808,0.174,0.03,13.383,0.598,1.061,1.031,3.0,3.0,6,0
32596,11:00,1ALTE,7.463,1.393,0.447,0.05,26.099,0.689,1.144,1.025,4.0,3.0,7,1
33720,12:00,8CLTE,5.457,0.808,0.214,0.02,13.616,0.693,1.091,1.061,3.0,3.0,6,0
14268,20:30,4CLTE,26.98,5.558,1.865,0.158,24.693,0.873,2.061,1.526,7.0,6.0,13,0
18927,8:30,2ALTE,0.101,0.404,0.015,0.008,0.034,0.045,1.011,0.01,1.0,1.0,2,0
17918,0:00,1CLTE,18.29,1.516,0.308,0.049,10.227,0.638,1.273,1.091,6.0,4.0,10,0
18136,8:30,4ALTE,4.042,0.808,0.176,0.024,7.147,0.686,1.112,1.031,4.0,2.0,6,0
1087,22:30,6BLTE,14.955,1.718,0.367,0.041,27.304,0.487,1.132,0.01,4.0,3.0,7,0
20300,3:00,8CLTE,0.606,0.404,0.212,0.027,7.267,0.519,1.031,1.011,2.0,2.0,4,0
11991,22:00,5ALTE,6.063,1.011,0.189,0.031,13.229,0.484,1.101,1.031,4.0,3.0,7,0
28998,16:15,3BLTE,21.018,3.84,0.976,0.099,19.055,0.739,1.455,1.314,6.0,5.0,11,0
8996,11:00,9ALTE,10.746,0.896,0.202,0.053,7.634,2.565,1.144,1.095,5.0,3.0,8,1
32496,7:45,6BLTE,3.184,0.398,0.022,0.01,1.721,0.149,1.025,0.01,4.0,2.0,6,1
21837,22:15,3BLTE,22.089,5.373,1.323,0.109,20.781,1.45,1.413,1.194,6.0,5.0,11,1
20598,3:45,6CLTE,2.425,0.404,0.018,0.008,0.43,0.187,1.021,0.01,2.0,2.0,4,0
9807,12:30,6CLTE,6.871,1.213,0.52,0.061,34.788,1.187,1.132,0.01,4.0,3.0,7,0
15870,4:30,5ALTE,0.606,0.404,0.015,0.007,0.256,0.057,1.021,1.011,2.0,1.0,3,0
19161,16:15,10ALTE,14.925,2.289,0.536,0.083,8.291,1.234,1.284,1.174,5.0,5.0,10,1
17566,23:45,6ULTE,1.294,3.184,0.836,0.049,17.813,1.795,1.134,0.01,3.0,3.0,6,1
26958,21:30,5ALTE,4.378,8.557,1.439,0.034,14.784,0.545,1.114,1.005,4.0,3.0,7,1
692,12:30,9BLTE,3.032,0.808,0.612,0.024,20.665,0.358,1.021,1.011,2.0,2.0,4,0
28184,3:00,1ALTE,2.786,0.597,0.17,0.021,2.294,0.136,1.025,0.995,3.0,2.0,5,1
10952,8:30,7WLTE,2.122,4.345,0.976,0.073,29.353,0.764,1.354,0.01,6.0,4.0,10,0
2737,15:30,7BLTE,0.299,1.095,0.342,0.044,12.967,0.694,1.274,0.01,5.0,3.0,8,1
447,21:45,5ALTE,3.84,1.112,0.451,0.032,18.021,0.34,1.071,1.021,3.0,3.0,6,0
35611,5:15,8ALTE,8.387,2.223,0.928,0.059,19.123,1.446,1.172,1.051,4.0,3.0,7,0
15039,7:30,9ALTE,1.617,0.505,0.079,0.018,2.409,0.282,1.021,1.011,2.0,2.0,4,0
32122,6:30,3ALTE,2.223,0.505,0.076,0.017,5.103,0.183,1.031,1.011,3.0,2.0,5,0
20048,19:00,7CLTE,0.909,1.819,0.302,0.054,15.855,0.603,1.283,0.01,6.0,4.0,10,0
16414,11:30,8ALTE,25.263,2.93,1.15,0.124,99.992,1.21,1.496,1.192,7.0,5.0,12,0
15956,22:00,6BLTE,17.512,2.488,0.953,0.037,14.565,0.501,1.124,0.01,4.0,3.0,7,1
9512,7:30,6ULTE,0.404,1.112,0.051,0.012,3.853,0.249,1.061,0.01,3.0,2.0,5,0
32768,0:00,1ALTE,8.159,0.995,0.161,0.029,4.713,0.502,1.075,1.025,4.0,3.0,7,1
13371,8:45,4CLTE,14.147,3.032,0.88,0.08,24.435,0.821,1.202,1.132,5.0,4.0,9,0
23286,13:45,7BLTE,0.199,1.194,0.429,0.036,26.382,0.708,1.164,0.01,4.0,3.0,7,1
20682,1:15,1ALTE,4.975,3.582,2.147,0.058,31.637,0.6,1.154,1.015,4.0,3.0,7,1
15021,0:45,8CLTE,1.314,0.505,0.068,0.017,1.201,0.201,1.031,1.011,2.0,2.0,4,0
7738,6:15,1CLTE,10.509,0.505,0.045,0.017,1.612,0.276,1.071,1.031,3.0,3.0,6,0
29362,11:00,6VLTE,1.516,3.537,0.362,0.04,23.298,0.492,1.233,0.01,5.0,4.0,9,0
15095,3:45,8BLTE,2.388,0.498,0.042,0.01,1.197,0.248,1.025,1.005,3.0,3.0,6,1
5952,10:45,5BLTE,32.841,4.042,0.975,0.146,11.771,0.917,1.718,1.354,8.0,7.0,15,0
12750,22:30,7ALTE,0.199,1.095,0.256,0.032,11.731,0.563,1.065,0.01,4.0,3.0,7,1
10381,7:30,10BLTE,1.112,0.606,0.201,0.016,4.736,0.173,1.031,1.011,2.0,2.0,4,0
31221,14:45,9ALTE,4.179,0.896,0.228,0.034,8.355,0.683,1.055,1.015,3.0,3.0,6,1
847,8:00,10ALTE,10.408,1.314,0.369,0.269,15.036,4.031,1.162,1.051,4.0,4.0,8,0
10185,9:30,7VLTE,1.718,3.739,0.262,0.033,11.345,0.445,1.202,0.01,5.0,4.0,9,0
35444,12:45,8ALTE,12.836,0.995,0.183,0.036,16.007,1.717,1.164,1.045,5.0,3.0,8,1
15302,15:15,5ALTE,10.61,1.92,0.325,0.056,21.003,0.957,1.122,1.031,4.0,3.0,7,0
16835,1:30,8ALTE,14.147,2.425,0.811,0.091,78.469,1.632,1.273,1.112,5.0,4.0,9,0
13482,21:15,5BLTE,8.358,1.095,0.13,0.017,13.253,0.31,1.075,1.025,3.0,3.0,6,1
7521,23:15,2ALTE,0.101,0.404,0.003,0.003,0.007,0.005,1.011,0.01,1.0,1.0,2,0
1697,1:30,8BLTE,9.055,2.587,0.969,0.059,38.574,6.875,1.124,1.075,4.0,3.0,7,1
4955,13:30,6VLTE,0.909,1.516,0.159,0.023,6.281,0.362,1.152,0.01,4.0,3.0,7,0
31115,6:30,8CLTE,0.404,0.404,0.027,0.01,0.884,0.094,1.011,1.011,1.0,1.0,2,0
12394,8:00,3CLTE,7.175,1.112,0.313,0.081,17.087,11.265,1.081,1.021,4.0,2.0,6,0
842,11:30,7ALTE,0.404,1.617,0.572,0.042,25.256,0.942,1.172,0.01,4.0,3.0,7,0
11291,19:15,4BLTE,27.486,3.537,1.172,0.165,42.739,2.492,1.688,1.223,8.0,5.0,13,0
8208,1:15,7WLTE,0.303,1.011,0.043,0.012,6.375,0.394,1.071,0.01,4.0,2.0,6,0
2998,2:15,5CLTE,4.547,0.606,0.136,0.012,19.061,0.294,1.051,1.021,3.0,2.0,5,0
14506,8:00,7BLTE,0.1,0.398,0.031,0.011,2.929,0.434,1.025,0.01,3.0,2.0,5,1
33213,19:15,6VLTE,2.93,8.589,1.538,0.093,25.651,0.923,1.435,0.01,7.0,4.0,11,0
23359,2:30,9ALTE,0.505,0.404,0.082,0.016,8.152,0.175,1.031,1.011,2.0,1.0,3,0
30291,12:30,4CLTE,20.597,1.393,0.361,0.094,31.215,0.707,1.244,1.134,5.0,4.0,9,1
32739,7:15,6ALTE,2.627,0.505,0.072,0.023,5.764,0.547,1.031,0.01,3.0,2.0,5,0
851,14:45,6ALTE,7.662,0.896,0.161,0.043,5.67,0.699,1.104,0.01,4.0,3.0,7,1
33711,9:45,5ALTE,17.482,3.537,0.876,0.268,10.834,0.639,1.283,1.112,5.0,4.0,9,0
9374,12:00,8ALTE,19.402,2.223,0.664,0.07,19.28,1.697,1.263,1.101,5.0,4.0,9,0
9137,21:00,5BLTE,11.621,1.011,0.088,0.023,5.962,0.367,1.142,1.061,5.0,3.0,8,0
5084,20:45,3ALTE,9.196,1.617,0.379,0.04,10.389,3.119,1.132,1.061,5.0,3.0,8,0
18704,18:15,4CLTE,22.736,3.84,1.119,0.132,35.01,1.608,1.536,1.263,7.0,5.0,12,0
35374,20:00,4BLTE,24.858,3.537,1.21,0.125,46.474,1.347,1.586,1.152,8.0,5.0,13,0
8884,5:30,6ULTE,0.202,0.808,0.011,0.008,0.081,0.059,1.031,0.01,3.0,2.0,5,0
32602,16:00,3CLTE,3.98,0.896,0.233,0.028,7.643,0.794,1.075,1.005,4.0,2.0,6,1
3417,11:00,6ULTE,3.537,7.276,2.393,0.209,54.387,3.64,1.758,0.01,8.0,6.0,14,0
1034,10:30,3CLTE,14.45,1.617,0.491,0.051,13.52,0.672,1.202,1.081,5.0,4.0,9,0
2546,17:30,10CLTE,8.69,1.011,0.22,0.036,8.528,0.488,1.112,1.041,4.0,3.0,7,0
5389,15:15,6BLTE,24.975,10.647,4.896,0.564,57.018,44.505,1.313,0.01,5.0,4.0,9,1
21822,17:45,4BLTE,28.092,5.154,1.416,0.153,19.269,0.915,1.718,1.394,10.0,9.0,19,0
26292,13:45,9BLTE,2.627,0.505,0.046,0.023,1.75,0.335,1.041,1.011,3.0,2.0,5,0
18251,17:15,9ALTE,6.568,2.526,0.713,0.055,18.274,1.113,1.152,1.041,5.0,3.0,8,0
14660,15:45,9ALTE,4.378,0.796,0.267,0.028,14.058,0.296,1.055,1.005,3.0,3.0,6,1
8824,3:15,3ALTE,2.09,0.498,0.081,0.015,2.426,0.167,1.015,0.995,2.0,2.0,4,1
29428,11:15,4ALTE,4.244,0.707,0.116,0.025,4.569,0.53,1.061,1.021,3.0,2.0,5,0
27239,17:00,7ALTE,0.808,1.718,0.271,0.041,13.576,0.347,0.0,0.0,,,#¡VALOR!,0
1007,4:00,6ALTE,2.289,2.189,2.866,0.068,54.215,1.153,1.025,0.01,3.0,2.0,5,1
20886,13:45,6ALTE,11.542,1.393,0.426,0.08,8.604,5.355,1.124,0.01,5.0,3.0,8,1
13595,13:45,6ALTE,22.13,3.537,1.367,0.111,105.933,1.645,1.384,0.01,6.0,4.0,10,0
880,12:45,7BLTE,1.415,3.739,1.646,0.089,33.54,1.113,1.445,0.01,7.0,4.0,11,0
7551,16:45,3BLTE,14.147,2.324,0.554,0.073,15.769,0.6,1.253,1.122,5.0,4.0,9,0
24932,23:00,6ALTE,6.269,2.587,1.443,0.103,14.398,1.036,1.154,0.01,5.0,3.0,8,1
29033,11:00,7ALTE,0.404,3.537,0.939,0.047,18.626,0.711,1.273,0.01,6.0,2.0,8,0
8942,1:30,6ALTE,3.781,0.796,0.326,0.032,25.676,0.606,1.045,0.01,3.0,3.0,6,1
17700,5:45,6ALTE,1.718,0.404,0.101,0.027,5.231,1.076,1.031,0.01,3.0,2.0,5,0
15878,18:45,1CLTE,24.875,4.478,2.315,0.131,48.805,1.7,1.483,1.294,7.0,6.0,13,1
13365,11:15,6CLTE,7.882,4.244,1.094,0.047,11.787,0.471,1.112,0.01,4.0,3.0,7,0
34747,6:30,8CLTE,0.995,0.398,0.051,0.015,0.999,0.22,0.995,0.995,2.0,1.0,3,1
19323,3:00,4ALTE,1.213,0.606,0.114,0.008,21.11,0.424,1.031,1.021,3.0,2.0,5,0
23784,8:45,6WLTE,17.684,4.648,0.568,0.624,25.864,4.621,1.708,0.01,8.0,5.0,13,0
31290,7:00,6VLTE,1.92,2.223,0.586,0.055,25.027,0.907,1.122,0.01,4.0,4.0,8,0
33114,2:15,9ALTE,0.404,0.505,0.21,0.019,4.154,0.282,1.011,1.011,2.0,1.0,3,0
32701,18:15,7VLTE,1.92,4.244,0.618,0.063,23.326,0.987,1.425,0.01,6.0,4.0,10,0
29081,4:15,5ALTE,1.294,0.796,0.413,0.038,16.532,0.437,1.005,1.005,2.0,2.0,4,1
5700,11:45,7ULTE,2.985,1.393,0.103,0.031,14.664,0.751,1.124,0.01,4.0,3.0,7,1
9446,9:45,3ALTE,33.043,6.972,1.598,0.254,30.111,2.268,2.082,1.556,9.0,8.0,17,0
27713,2:15,10BLTE,1.314,0.606,0.238,0.03,9.116,0.372,1.051,1.021,2.0,2.0,4,0
9155,7:30,5ALTE,2.526,0.606,0.216,0.025,6.792,0.569,1.051,1.021,3.0,2.0,5,0
31429,7:30,8ALTE,12.934,1.718,0.516,0.052,18.159,1.133,1.182,1.071,5.0,4.0,9,0
27925,7:30,7WLTE,0.606,1.112,0.184,0.027,8.032,0.374,1.081,0.01,3.0,2.0,5,0
2105,22:00,10ALTE,6.77,2.526,1.071,0.033,30.528,0.572,1.081,1.031,3.0,2.0,5,0
1800,21:45,8ALTE,21.827,1.92,0.478,0.132,14.559,3.369,1.324,1.192,6.0,5.0,11,0
7279,19:45,3BLTE,10.149,1.194,0.237,0.041,5.825,0.838,1.154,1.035,4.0,4.0,8,1
27017,16:00,5BLTE,28.395,2.324,0.738,0.169,16.334,3.355,1.435,1.142,6.0,5.0,11,0
31582,7:15,6WLTE,0.606,1.718,0.361,0.033,7.041,0.429,1.132,0.01,3.0,3.0,6,0
23149,13:30,1BLTE,18.896,2.021,0.704,0.43,14.305,12.276,1.273,1.132,6.0,4.0,10,0
30576,4:30,5CLTE,3.234,0.404,0.006,0.006,0.252,0.135,1.021,1.011,2.0,2.0,4,0
14783,8:45,10CLTE,6.366,0.505,0.023,0.024,2.019,0.367,1.051,1.021,3.0,3.0,6,0
17404,10:00,8CLTE,4.143,0.707,0.149,0.016,16.042,0.466,1.051,1.021,3.0,3.0,6,0
34123,22:45,3BLTE,15.461,3.739,1.826,0.102,36.911,1.505,1.273,1.081,5.0,4.0,9,0
13282,3:45,6WLTE,8.892,6.265,1.093,0.116,16.293,0.416,1.192,0.01,5.0,5.0,10,0
24190,15:45,1CLTE,31.022,3.436,0.799,0.203,23.739,0.78,1.758,1.475,8.0,7.0,15,0
16331,8:30,1BLTE,14.854,3.234,1.374,0.101,59.108,0.91,1.293,1.081,6.0,3.0,9,0
19990,15:30,6ULTE,3.941,6.063,0.854,0.104,21.646,0.802,1.496,0.01,8.0,4.0,12,0
34436,19:00,8ALTE,13.731,2.189,0.528,0.049,23.889,0.478,1.204,1.085,5.0,4.0,9,1
14352,6:30,7CLTE,0.0,0.505,0.141,0.021,4.888,0.395,1.031,0.01,2.0,1.0,3,0
34595,22:45,4BLTE,19.9,3.582,1.009,0.112,19.331,1.02,1.413,1.134,7.0,5.0,12,1
25830,12:45,1ALTE,9.055,1.493,0.353,0.05,27.826,1.101,1.114,1.035,4.0,3.0,7,1
16261,7:45,9BLTE,1.112,0.404,0.069,0.012,2.625,0.208,1.021,1.011,2.0,2.0,4,0
34246,14:30,7CLTE,0.505,1.011,0.346,0.05,16.195,0.717,1.223,0.01,4.0,3.0,7,0
17821,11:45,9ALTE,3.781,0.796,0.188,0.02,12.536,0.464,1.065,1.035,3.0,2.0,5,1
16905,14:30,1ALTE,20.715,3.84,1.168,0.133,29.784,0.758,1.667,1.162,8.0,5.0,13,0
26835,10:45,8BLTE,20.412,2.627,0.564,0.091,25.441,3.621,1.374,1.101,6.0,4.0,10,0
32013,2:30,9ALTE,0.707,0.505,0.219,0.021,6.653,0.24,1.031,1.011,3.0,2.0,5,0
21358,15:15,10CLTE,5.672,0.896,0.26,0.046,11.27,3.248,1.045,1.005,3.0,3.0,6,1
32746,14:45,6ALTE,9.6,1.112,0.272,0.028,13.441,0.515,1.101,0.01,4.0,2.0,6,0
9145,7:15,4CLTE,5.76,0.707,0.208,0.029,6.463,0.511,1.061,1.041,3.0,3.0,6,0
32849,23:45,8ALTE,17.987,2.526,0.919,0.095,16.653,4.28,1.465,1.202,7.0,5.0,12,0
14285,19:45,6ALTE,6.368,1.692,0.52,0.035,20.707,0.652,1.065,0.01,3.0,2.0,5,1
5901,11:15,6ULTE,4.143,8.69,0.872,0.073,21.289,0.79,1.485,0.01,6.0,5.0,11,0
27983,9:00,10ALTE,31.326,4.648,1.401,0.165,32.016,0.891,1.677,1.273,7.0,6.0,13,0
23683,0:30,5ALTE,1.819,0.808,0.538,0.038,13.575,0.686,1.021,1.011,2.0,2.0,4,0
4885,5:45,8CLTE,5.871,0.697,0.188,0.06,24.226,6.907,1.114,1.005,4.0,3.0,7,1
25881,15:45,3CLTE,12.429,2.627,0.943,0.054,35.392,0.585,1.182,1.091,4.0,4.0,8,0
33193,11:00,10ALTE,26.98,5.356,1.513,0.25,27.985,1.336,1.627,1.243,6.0,5.0,11,0
35145,14:15,8CLTE,7.781,1.314,0.412,0.044,37.853,1.133,1.101,1.021,5.0,3.0,8,0
14811,11:30,10ALTE,5.473,0.697,0.075,0.016,9.736,0.896,1.035,1.005,5.0,2.0,7,1
11316,8:00,3ALTE,21.524,17.077,3.653,0.107,28.918,2.763,1.415,1.122,7.0,4.0,11,0
24180,16:15,4BLTE,15.92,3.483,1.052,0.074,42.336,1.995,1.294,1.184,7.0,6.0,13,1
